index,budget,genres,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director
93,200000000,Action Thriller Science Fiction,296,saving the world artificial intelligence man vs machine cyborg killer robot,en,Terminator 3: Rise of the Machines,high,02-07-2003,435000000,109.0,Released,The Machines Will Rise.,Terminator 3: Rise of the Machines,5.9,2143,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow
94,170000000,Action Science Fiction Adventure,118340,marvel comic spaceship space outer space orphan,en,Guardians of the Galaxy,blockbuster,30-07-2014,773328629,121.0,Released,All heroes start somewhere.,Guardians of the Galaxy,7.9,9742,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn
95,165000000,Adventure Drama Science Fiction,157336,saving the world artificial intelligence father son relationship single parent nasa,en,Interstellar,blockbuster,05-11-2014,675120017,169.0,Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,8.1,10867,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan
96,160000000,Action Thriller Science Fiction Mystery Adventure,27205,loss of lover dream kidnapping sleep subconsciousness,en,Inception,blockbuster,14-07-2010,825532764,148.0,Released,Your mind is the scene of the crime.,Inception,8.1,13752,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
97,15000000,Action Adventure Drama Horror Science Fiction,315011,monster godzilla giant monster destruction kaiju,ja,シン・ゴジラ,low,29-07-2016,77000000,120.0,Released,A god incarnate. A city doomed.,Shin Godzilla,6.5,143,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
98,250000000,Adventure Fantasy Action,49051,riddle elves dwarves orcs middle-earth (tolkien),en,The Hobbit: An Unexpected Journey,blockbuster,26-11-2012,1021103568,169.0,Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7.0,8297,Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson
99,38000000,Action Crime Thriller,9799,street gang car race undercover auto-tuning los angeles,en,The Fast and the Furious,low,22-06-2001,207283925,106.0,Released,Live life 1/4 mile at a time.,The Fast and the Furious,6.6,3428,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen
100,150000000,Fantasy Drama Thriller Mystery Romance,4922,diary navy funeral tea travel,en,The Curious Case of Benjamin Button,blockbuster,24-11-2008,333932083,166.0,Released,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3292,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher
101,160000000,Action Science Fiction Adventure,49538,cia mutant mine marvel comic superhero,en,X-Men: First Class,low,24-05-2011,353624124,132.0,Released,Witness the moment that will change our world.,X-Men: First Class,7.1,5181,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn
102,160000000,Action Adventure Science Fiction,131634,revolution strong woman dystopia game of death 3d,en,The Hunger Games: Mockingjay - Part 2,blockbuster,18-11-2015,653428261,137.0,Released,The fire will burn forever.,The Hunger Games: Mockingjay - Part 2,6.6,3984,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence
103,150000000,Fantasy Adventure Action Comedy Drama,27022,witch fire wolf fountain magic,en,The Sorcerer's Apprentice,mid,13-07-2010,215283742,109.0,Released,It's The Coolest Job Ever.,The Sorcerer's Apprentice,5.8,1470,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub
104,160000000,Adventure Action Drama Thriller,503,new year's eve fire drowning cataclysm loss of father,en,Poseidon,mid,12-05-2006,181674817,99.0,Released,Mayday,Poseidon,5.5,583,Kurt Russell Richard Dreyfuss Josh Lucas Jacinda Barrett Emmy Rossum,Wolfgang Petersen
105,170000000,Fantasy,241259,based on novel clock queen sequel alice in wonderland,en,Alice Through the Looking Glass,mid,25-05-2016,299370084,113.0,Released,It's time for a little madness.,Alice Through the Looking Glass,6.5,1725,Johnny Depp Mia Wasikowska Anne Hathaway Helena Bonham Carter Alan Rickman,James Bobin
106,160000000,Fantasy Adventure Animation Comedy Family,810,ambush sadness stage liberation of prisoners island,en,Shrek the Third,mid,17-05-2007,798958165,93.0,Released,Who's ready for Thirds?,Shrek the Third,6.0,2278,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio Banderas,Chris Miller
107,160000000,Action Adventure Fantasy,68735,video game elves orcs magic chase,en,Warcraft,high,25-05-2016,433677183,123.0,Released,Two worlds. One home.,Warcraft,6.3,2268,Paula Patton Travis Fimmel Ben Foster Robert Kazinsky Dominic Cooper,Duncan Jones
108,155000000,Science Fiction Action Thriller Adventure,87101,saving the world artificial intelligence cyborg killer robot future,en,Terminator Genisys,blockbuster,23-06-2015,440603537,126.0,Released,Reset the future,Terminator Genisys,5.8,3631,Arnold Schwarzenegger Jason Clarke Emilia Clarke Jai Courtney J.K. Simmons,Alan Taylor
109,155000000,Adventure Family Fantasy,10140,based on novel magic good vs evil king narnia,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,mid,13-08-2010,415686217,113.0,Released,Return to magic. Return to hope. Return to Narnia.,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,Skandar Keynes Georgie Henley Simon Pegg Gary Sweet Arthur Angel,Michael Apted
110,140000000,History Romance War,676,nurse patriotism hawaii world war ii pilot,en,Pearl Harbor,mid,21-05-2001,449220945,183.0,Released,It takes a moment to change history. It takes love to change lives.,Pearl Harbor,6.6,1791,Ben Affleck Josh Hartnett Kate Beckinsale Cuba Gooding Jr. Jon Voight,Michael Bay
111,150000000,Adventure Science Fiction Action,1858,destroy transformation alien based on toy transformers,en,Transformers,mid,27-06-2007,709709780,144.0,Released,Their war. Our world.,Transformers,6.6,4040,Shia LaBeouf Josh Duhamel Megan Fox Rachael Taylor Tyrese Gibson,Michael Bay
112,155000000,War History Action Adventure Drama,1966,aristotle egypt greece persia elephant,en,Alexander,mid,21-11-2004,167298192,175.0,Released,The greatest legend of all was real.,Alexander,5.6,927,Colin Farrell Angelina Jolie Val Kilmer Jared Leto Jonathan Rhys Meyers,Oliver Stone
113,150000000,Adventure Fantasy Family Mystery,675,prophecy witch loss of lover magic cutting the cord,en,Harry Potter and the Order of the Phoenix,high,28-06-2007,938212738,138.0,Released,Evil Must Be Confronted.,Harry Potter and the Order of the Phoenix,7.4,5494,Daniel Radcliffe Rupert Grint Emma Watson Michael Gambon Ralph Fiennes,David Yates
114,150000000,Adventure Fantasy Family,674,magic dying and death broom sorcerer's apprentice school of witchcraft,en,Harry Potter and the Goblet of Fire,blockbuster,05-11-2005,895921036,157.0,Released,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,7.5,5608,Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael Gambon,Mike Newell
115,150000000,Fantasy Action,8960,flying alcohol love of one's life forbidden love lovers,en,Hancock,mid,01-07-2008,624029371,92.0,Released,Bad Behavior. Bad Attitude. Real Hero.,Hancock,6.2,2961,Will Smith Charlize Theron Jason Bateman Jae Head Eddie Marsan,Peter Berg
116,150000000,Drama Horror Action Thriller Science Fiction,6479,saving the world lost civilisation post-apocalyptic dystopia matter of life and death,en,I Am Legend,high,14-12-2007,585349010,101.0,Released,The last man on Earth is not alone,I Am Legend,6.9,4853,Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow Smith,Francis Lawrence
117,150000000,Adventure Comedy Family Fantasy,118,london england father son relationship chocolate factory worker based on novel,en,Charlie and the Chocolate Factory,mid,13-07-2005,474968763,115.0,Released,Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,6.7,3624,Johnny Depp Freddie Highmore David Kelly AnnaSophia Robb Julia Winter,Tim Burton
118,150000000,Animation Comedy Family Fantasy,2062,paris brother brother relationship expensive restaurant river cook,en,Ratatouille,high,22-06-2007,623722818,111.0,Released,He's dying to become a chef.,Ratatouille,7.5,4369,Patton Oswalt Ian Holm Lou Romano Brian Dennehy Peter Sohn,Jan Pinkava
119,150000000,Action Crime Drama,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,blockbuster,10-06-2005,374218673,140.0,Released,Evil fears the knight.,Batman Begins,7.5,7359,Christian Bale Michael Caine Liam Neeson Katie Holmes Gary Oldman,Christopher Nolan
120,150000000,Family Animation,10527,africa jealousy dance hunger lion,en,Madagascar: Escape 2 Africa,mid,30-10-2008,603900354,89.0,Released,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1810,Ben Stiller Jada Pinkett Smith David Schwimmer Chris Rock Cedric the Entertainer,Eric Darnell
121,150000000,Adventure Fantasy Action Comedy Family,18360,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,en,Night at the Museum: Battle of the Smithsonian,high,20-05-2009,413106170,105.0,Released,When the lights go off the battle is on.,Night at the Museum: Battle of the Smithsonian,5.9,1971,Ben Stiller Amy Adams Owen Wilson Hank Azaria Robin Williams,Shawn Levy
122,150000000,Adventure Action Thriller Science Fiction,2080,corruption mutant boxer army marvel comic,en,X-Men Origins: Wolverine,low,28-04-2009,373062864,107.0,Released,Witness the Origin.,X-Men Origins: Wolverine,6.2,4021,Hugh Jackman Liev Schreiber Danny Huston Lynn Collins Ryan Reynolds,Gavin Hood
123,150000000,Adventure Action Thriller Science Fiction,605,saving the world artificial intelligence man vs machine flying philosophy,en,The Matrix Revolutions,high,05-11-2003,424988211,129.0,Released,Everything that has a beginning has an end.,The Matrix Revolutions,6.4,3096,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary Alice,Lilly Wachowski
124,150000000,Animation Adventure Family,109445,queen musical princess betrayal snowman,en,Frozen,blockbuster,27-11-2013,1274219009,102.0,Released,Only the act of true love will thaw a frozen heart.,Frozen,7.3,5295,Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino Fontana,Chris Buck
125,150000000,Adventure Action Thriller Science Fiction,604,saving the world artificial intelligence man vs machine martial arts kung fu,en,The Matrix Reloaded,high,15-05-2003,738599701,138.0,Released,Free your mind.,The Matrix Reloaded,6.7,3443,Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut Bakaitis,Lilly Wachowski
126,170000000,Action Adventure Fantasy,76338,marvel comic superhero based on comic book hostile takeover norse mythology,en,Thor: The Dark World,high,29-10-2013,644571402,112.0,Released,Delve into the darkness,Thor: The Dark World,6.8,4755,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Christopher Eccleston,Alan Taylor
127,150000000,Action Adventure Science Fiction Thriller,76341,future chase post-apocalyptic dystopia australia,en,Mad Max: Fury Road,blockbuster,13-05-2015,378858340,120.0,Released,What a Lovely Day.,Mad Max: Fury Road,7.2,9427,Tom Hardy Charlize Theron Nicholas Hoult Hugh Keays-Byrne Josh Helman,George Miller
128,150000000,Thriller Mystery,13448,rome vatican based on novel symbolism christian,en,Angels & Demons,high,13-05-2009,356613439,138.0,Released,,Angels & Demons,6.5,2129,Tom Hanks Ewan McGregor Ayelet Zurer Stellan Skarsg\u00e5rd Pierfrancesco Favino,Ron Howard
129,150000000,Adventure Fantasy Action,10195,new mexico banishment shield marvel comic hammer,en,Thor,high,21-04-2011,449326618,115.0,Released,Two worlds. One hero.,Thor,6.6,6525,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Stellan Skarsg\u00e5rd,Kenneth Branagh
130,150000000,Animation Family Adventure Comedy,13053,hamster kids and family animal cat vs dog duringcreditsstinger,en,Bolt,mid,21-11-2008,309979994,98.0,Released,Fully Awesome. Ridonculous. Let It Begin.,Bolt,6.3,1750,John Travolta Miley Cyrus Susie Essman Mark Walton Malcolm McDowell,Chris Williams
131,150000000,Fantasy Action Adventure Family Comedy,19585,dyr duringcreditsstinger,en,G-Force,mid,21-07-2009,292817841,88.0,Released,The world needs bigger heroes,G-Force,5.1,510,Sam Rockwell Pen\u00e9lope Cruz Tracy Morgan Jon Favreau Steve Buscemi,Hoyt Yeatman
132,150000000,Adventure,57165,underworld hades mythology greek mythology zeus,en,Wrath of the Titans,mid,27-03-2012,301000000,99.0,Released,Feel the Wrath,Wrath of the Titans,5.5,1431,Sam Worthington Liam Neeson Ralph Fiennes Edgar Ram\u00edrez Toby Kebbell,Jonathan Liebesman
133,150000000,Comedy Fantasy,62213,witch imprisonment vampire curse fish out of water,en,Dark Shadows,mid,08-05-2012,245527149,113.0,Released,Every Family Has Its Demons,Dark Shadows,5.7,2320,Johnny Depp Michelle Pfeiffer Helena Bonham Carter Jackie Earle Haley Jonny Lee Miller,Tim Burton
134,150000000,Action Adventure Thriller,177677,london england spy austria villain sequel,en,Mission: Impossible - Rogue Nation,blockbuster,23-07-2015,682330139,131.0,Released,Desperate Times. Desperate Measures.,Mission: Impossible - Rogue Nation,7.1,3224,Tom Cruise Rebecca Ferguson Simon Pegg Jeremy Renner Ving Rhames,Christopher McQuarrie
135,150000000,Drama Horror Thriller,7978,father son relationship victorian england remake rural setting werewolf,en,The Wolfman,mid,11-02-2010,0,102.0,Released,When the moon is full the legend comes to life,The Wolfman,5.5,549,Benicio del Toro Anthony Hopkins Emily Blunt Hugo Weaving Cristina Contes,Joe Johnston
136,150000000,Family Animation Adventure Comedy,5559,factory worker tennis flower florist flower shop,en,Bee Movie,mid,28-10-2007,287594577,91.0,Released,Born to bee wild.,Bee Movie,5.7,1171,Jerry Seinfeld Ren\u00e9e Zellweger Jim Cummings Matthew Broderick Patrick Warburton,Steve Hickner
137,150000000,Animation Family,49444,martial arts hope fleet panda mission,en,Kung Fu Panda 2,mid,25-05-2011,665692281,91.0,Released,Prepare for the Year of Awesomeness!,Kung Fu Panda 2,6.7,1880,Jack Black Angelina Jolie Dustin Hoffman Gary Oldman Jackie Chan,Jennifer Yuh Nelson
138,150000000,Action Adventure Family Fantasy,10196,fire ice war ship prince kingdom,en,The Last Airbender,mid,30-06-2010,318502923,103.0,Released,"Four nations, one destiny",The Last Airbender,4.7,1151,Noah Ringer Nicola Peltz Jackson Rathbone Dev Patel Shaun Toub,M. Night Shyamalan
139,150000000,Adventure Action Thriller,956,berlin cia vatican white house secret identity,en,Mission: Impossible III,high,03-05-2006,397850012,126.0,Released,The Mission Begins 05:05:06.,Mission: Impossible III,6.5,2028,Tom Cruise Philip Seymour Hoffman Ving Rhames Billy Crudup Jonathan Rhys Meyers,J.J. Abrams
140,150000000,Action Drama Thriller,117251,usa president conspiracy secret service the white house,en,White House Down,mid,27-06-2013,205366737,131.0,Released,It will start like any other day.,White House Down,6.4,1891,Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins,Roland Emmerich
141,150000000,Adventure Animation Family,50321,boy alien rescue martian alien abduction,en,Mars Needs Moms,low,09-03-2011,38992758,88.0,Released,Mom needs a little space.,Mars Needs Moms,5.5,199,Seth Green Joan Cusack Dan Fogler Breckin Meyer Elisabeth Harnois,Simon Wells
142,149000000,Adventure Animation Comedy Family,11619,london england underworld return ship frog,en,Flushed Away,mid,22-10-2006,64459316,85.0,Released,Someone's Going Down,Flushed Away,6.0,874,Hugh Jackman Kate Winslet Ian McKellen Jean Reno Bill Nighy,David Bowers
143,150000000,Adventure Family Fantasy,266647,flying magic fairy tale peter pan mermaid,en,Pan,mid,24-09-2015,128388320,111.0,Released,Every legend has a beginning.,Pan,5.9,954,Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried,Joe Wright
144,145000000,Animation Adventure Family,82703,father son relationship egypt intelligence adoption time travel,en,Mr. Peabody & Sherman,mid,07-02-2014,272912430,92.0,Released,He's Leaving His Mark On History,Mr. Peabody & Sherman,6.7,843,Ty Burrell Max Charles Ariel Winter Allison Janney Ellie Kemper,Rob Minkoff
145,175000000,Adventure Drama War,652,brother brother relationship adultery mythology beauty trojan war,en,Troy,high,13-05-2004,497409852,163.0,Released,For passion. For honor. For destiny. For victory. For love.,Troy,6.9,2759,Brad Pitt Orlando Bloom Eric Bana Brian Cox Sean Bean,Wolfgang Petersen
